cris_id,title,publication_type,doi,doi_link,resolved_doi_link
54310114,Forecasting inflation uncertainty in the G7 countries,Forschungsartikel (Zeitschrift),10.3390/econometrics6020023,https://doi.org/10.3390/econometrics6020023,https://www.mdpi.com/2225-1146/6/2/23
54304454,Warum Nationen scheitern. Anmerkungen zum gleichnamigen Buch von Daron Acemoğlu und James A. Robinson,Rezension (Zeitschrift),10.1515/ordo-2018-0021,https://doi.org/10.1515/ordo-2018-0021,https://www.degruyter.com/document/doi/10.1515/ordo-2018-0021/html
54247655,Media market concentration and pluralism,Forschungsartikel (Zeitschrift),10.1111/jems.12265,https://doi.org/10.1111/jems.12265,https://onlinelibrary.wiley.com/doi/10.1111/jems.12265
54246921,Requirements Elicitation for an Inter-organizational Business Intelligence System for Small and Medium Retail Enterprises,Forschungsartikel in Sammelband (Konferenz),10.1109/CBI.2018.00023,https://doi.org/10.1109/CBI.2018.00023,https://ieeexplore.ieee.org/document/8452666/
54226324,evoStream - Evolutionary Stream Clustering Utilizing Idle Times,Forschungsartikel (Zeitschrift),10.1016/j.bdr.2018.05.005,https://doi.org/10.1016/j.bdr.2018.05.005,https://linkinghub.elsevier.com/retrieve/pii/S2214579618300649
54220916,The impact of skilled immigrants on their local teammates' performance,Forschungsartikel (Zeitschrift),10.1080/13504851.2018.1441495,https://doi.org/10.1080/13504851.2018.1441495,https://www.tandfonline.com/doi/full/10.1080/13504851.2018.1441495
54178198,What's the damage? Environmental regulation with policy‐motivated bureaucrats,Forschungsartikel (Zeitschrift),10.1111/jpet.12299,https://doi.org/10.1111/jpet.12299,https://onlinelibrary.wiley.com/doi/10.1111/jpet.12299
54162057,Search Dynamics on Multimodal Multi-Objective Problems,Forschungsartikel (Zeitschrift),10.1162/evco_a_00234,https://doi.org/10.1162/evco_a_00234,https://direct.mit.edu/evco/article/27/4/577-609/94976
54130467,Interoperability of BPMN and MAML for Model-Driven Development of Business Apps,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-94214-8_10,https://doi.org/10.1007/978-3-319-94214-8_10,https://link.springer.com/chapter/10.1007/978-3-319-94214-8_10
54130381,A Taxonomy for App-Enabled Devices: Mastering the Mobile Device Jungle,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-93527-0_10,https://doi.org/10.1007/978-3-319-93527-0_10,https://link.springer.com/chapter/10.1007/978-3-319-93527-0_10
54125169,Knowledge Boundary Spanning Mechanisms in a Shared Services Centre Context,Forschungsartikel (Buchbeitrag),10.10007/978-3-030-15850-7_5,https://doi.org/10.10007/978-3-030-15850-7_5,https://doi.org/10.10007/978-3-030-15850-7_5
54123421,Datenkapitalismus akademischer Wissenschaftsverlage,Forschungsartikel (Zeitschrift),10.1007/s10273-018-2318-3,https://doi.org/10.1007/s10273-018-2318-3,https://link.springer.com/article/10.1007/s10273-018-2318-3
54105566,Checking Business Process Models for Compliance – Comparing Graph Matching and Temporal Logic,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-11641-5_32,https://doi.org/10.1007/978-3-030-11641-5_32,https://link.springer.com/chapter/10.1007/978-3-030-11641-5_32
54104938,A Taxonomy of SME E-Commerce Platforms Derived from a Market-Level Analysis,Forschungsartikel (Zeitschrift),10.1080/10864415.2017.1364114,https://doi.org/10.1080/10864415.2017.1364114,https://www.tandfonline.com/doi/full/10.1080/10864415.2017.1364114
54104704,eHealth Search Patterns: A Comparison of Private and Public Health Care Markets Using Online Panel Data,Forschungsartikel (Zeitschrift),10.2196/jmir.6739,https://doi.org/10.2196/jmir.6739,https://www.jmir.org/2017/4/e117/
54104548,The role and impact of comparison websites on the consumer search process in the US and German airline markets,Forschungsartikel (Zeitschrift),10.1007/s40558-015-0037-9,https://doi.org/10.1007/s40558-015-0037-9,https://link.springer.com/article/10.1007/s40558-015-0037-9
54098241,Governments' Need for Digitization Skills: Understanding and Shaping Vocational Training in the Public Sector,Forschungsartikel (Zeitschrift),10.4018/IJPADA.2018100105,https://doi.org/10.4018/IJPADA.2018100105,https://www.igi-global.com/gateway/article/210107
54093519,Automated Algorithm Selection on Continuous Black-Box Problems By Combining Exploratory Landscape Analysis and Machine Learning,Forschungsartikel (Zeitschrift),10.1162/evco_a_00236,https://doi.org/10.1162/evco_a_00236,https://direct.mit.edu/evco/article/27/1/99-127/1079
54093444,"Sliding to the Global Optimum: How to Benefit from Non-Global
Optima in Multimodal Multi-Objective Optimization",Forschungsartikel in Sammelband (Konferenz),10.1063/1.5090019,https://doi.org/10.1063/1.5090019,https://aip.scitation.org/doi/abs/10.1063/1.5090019
54087673,"Rebellious Youth: Evidence on the Link between Youth Bulges, Institutional Bottlenecks, and Conflict",Forschungsartikel (Zeitschrift),10.1093/cesifo/ify017,https://doi.org/10.1093/cesifo/ify017,https://academic.oup.com/cesifo/article/64/4/577/5060363
54056195,Towards Model-Driven Business Apps for Wearables,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-97163-6_1,https://doi.org/10.1007/978-3-319-97163-6_1,https://link.springer.com/chapter/10.1007/978-3-319-97163-6_1
54048265,Economic Incentives for the Adoption of Electric Vehicles: A Classification and Review of E-Vehicle Services,Forschungsartikel (Zeitschrift),10.1016/j.trd.2018.08.014,https://doi.org/10.1016/j.trd.2018.08.014,https://linkinghub.elsevier.com/retrieve/pii/S1361920918301433
54044861,Does Economics Make Politicians Corrupt? Empirical Evidence from the United States Congress,Forschungsartikel (Zeitschrift),10.1111/kykl.12082,https://doi.org/10.1111/kykl.12082,https://onlinelibrary.wiley.com/doi/10.1111/kykl.12082
54044783,Inequalities in Energy Transition: The Case of Network Charges in Germany,Forschungsartikel (Zeitschrift),10.32479/ijeep.6917,https://doi.org/10.32479/ijeep.6917,https://www.econjournals.com/index.php/ijeep/article/view/6917
54044550,Research trends in environmental and resource economics Insights from four decades of JEEM,Forschungsartikel (Zeitschrift),10.1016/j.jeem.2018.08.001,https://doi.org/10.1016/j.jeem.2018.08.001,https://linkinghub.elsevier.com/retrieve/pii/S009506961830531X
54043358,A Meta-Analysis on Goal Setting and Integrativeness in Negotiations,Forschungsartikel in Sammelband (Konferenz),10.5465/AMBPP.2018.15941abstract,https://doi.org/10.5465/AMBPP.2018.15941abstract,https://journals.aom.org/doi/10.5465/AMBPP.2018.15941abstract
61330996,Tutorials at PPSN 2018,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-99259-4_38,https://doi.org/10.1007/978-3-319-99259-4_38,https://link.springer.com/chapter/10.1007/978-3-319-99259-4_38
61330897,Workshops at PPSN 2018,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-99259-4_39,https://doi.org/10.1007/978-3-319-99259-4_39,https://link.springer.com/chapter/10.1007/978-3-319-99259-4_39
61330450,The impact of size and book-to-market among paired stocks,Forschungsartikel (Zeitschrift),10.1057/s41260-018-0089-4,https://doi.org/10.1057/s41260-018-0089-4,https://link.springer.com/article/10.1057/s41260-018-0089-4
61330358,A New Risk Factor based on Equity Duration,Forschungsartikel (Zeitschrift),10.1016/j.jbankfin.2018.09.002,https://doi.org/10.1016/j.jbankfin.2018.09.002,https://linkinghub.elsevier.com/retrieve/pii/S0378426618301894
61327213,Device Switching in Online Purchasing: Examining the Strategic Contingencies,Forschungsartikel (Zeitschrift),10.1509/jm.17.0113,https://doi.org/10.1509/jm.17.0113,https://journals.sagepub.com/doi/10.1509/jm.17.0113
61310995,"Einführung in die Optimierung - Konzepte, Methoden und Anwendungen",Fachbuch (Monographie),10.1007/978-3-658-21151-6,https://doi.org/10.1007/978-3-658-21151-6,https://link.springer.com/book/10.1007/978-3-658-21151-6
61310157,Supporting Digital Transformation in Small and Medium-sized Enterprises: A Procedure Model Involving Publicly Funded Support Units,Forschungsartikel in Sammelband (Konferenz),10.24251/HICSS.2019.598,https://doi.org/10.24251/HICSS.2019.598,https://scholarspace.manoa.hawaii.edu/handle/10125/59935
61308381,"Understanding the quality–quantity conundrum of customer referral programs: effects of contribution margin, extraversion, and opinion leadership",Forschungsartikel (Zeitschrift),10.1007/s11747-018-0603-8,https://doi.org/10.1007/s11747-018-0603-8,https://link.springer.com/article/10.1007/s11747-018-0603-8
61304659,How Do Banks Interact with Fintech Startups?,Forschungsartikel (Zeitschrift),10.1007/s11187-020-00359-3,https://doi.org/10.1007/s11187-020-00359-3,https://link.springer.com/article/10.1007/s11187-020-00359-3
61303837,PERCEPTION OF THE CURRENT ANTI-DOPING REGIME – A QUANTITATIVE STUDY AMONG GERMAN TOP-LEVEL CYCLISTS AND TRACK AND FIELD ATHLETES,Forschungsartikel (Zeitschrift),10.3389/fpsyg.2018.01890,https://doi.org/10.3389/fpsyg.2018.01890,https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01890/full
61298093,Directions for research on gender imbalance in the IT profession,Forschungsartikel (Zeitschrift),10.1080/0960085X.2018.1495893,https://doi.org/10.1080/0960085X.2018.1495893,https://www.tandfonline.com/doi/full/10.1080/0960085X.2018.1495893
61279005,App Popularity: Where in the World Are Consumers Most Sensitive to Price and User Ratings?,Forschungsartikel (Zeitschrift),10.1509/jm.16.0140,https://doi.org/10.1509/jm.16.0140,https://journals.sagepub.com/doi/10.1509/jm.16.0140
61278808,Faking or Convincing: Why Do Some Advertising Campaigns Win Creativity Awards?,Forschungsartikel (Zeitschrift),10.1007/BF03342732DO-10.1007/BF03342732,https://doi.org/10.1007/BF03342732DO-10.1007/BF03342732,https://doi.org/10.1007/BF03342732DO-10.1007/BF03342732
61263425,A Tale of Two Cities: How High Streets Can Prevail in the Digital Age,Forschungsartikel (Buchbeitrag),10.1007/978-3-319-94487-6_14,https://doi.org/10.1007/978-3-319-94487-6_14,https://link.springer.com/chapter/10.1007/978-3-319-94487-6_14
61263063,Trust and distrust in information systems at the workplace,Forschungsartikel (Zeitschrift),10.7717/peerj.5483,https://doi.org/10.7717/peerj.5483,https://peerj.com/articles/5483/
61260063,Wissenschaftliches Arbeiten im Wirtschaftsinformatik-Studium - Leitfaden für die erfolgreiche Abschlussarbeit,Fachbuch (Monographie),10.1007/978-3-662-57949-7,https://doi.org/10.1007/978-3-662-57949-7,https://link.springer.com/book/10.1007/978-3-662-57949-7
61258049,The Willingness to Pay for a German Win of the 2014 FIFA World Cup in Brazil,Forschungsartikel (Zeitschrift),10.1080/23750472.2018.1527714,https://doi.org/10.1080/23750472.2018.1527714,https://www.tandfonline.com/doi/full/10.1080/23750472.2018.1527714
61239172,Altruism and Egoism in Investment Decisions,Forschungsartikel (Zeitschrift),10.1002/rfe.1053,https://doi.org/10.1002/rfe.1053,https://onlinelibrary.wiley.com/doi/10.1002/rfe.1053
61234700,Speculation and Volatility - A Time-Varying Approach applied on Chinese Commodity Futures Markets,Forschungsartikel (Zeitschrift),10.1002/fut.21984,https://doi.org/10.1002/fut.21984,https://onlinelibrary.wiley.com/doi/10.1002/fut.21984
61234612,Price Discovery in Agricultural Commodity Markets: Do Speculators Contribute?,Forschungsartikel (Zeitschrift),10.1016/j.jcomm.2019.05.001,https://doi.org/10.1016/j.jcomm.2019.05.001,https://linkinghub.elsevier.com/retrieve/pii/S2405851318300941
61232585,Influencing risk taking in competitive environments: an experimental analysis,Forschungsartikel (Zeitschrift),10.1108/JRF-11-2017-0193,https://doi.org/10.1108/JRF-11-2017-0193,https://www.emerald.com/insight/content/doi/10.1108/JRF-11-2017-0193/full/html
61230278,Möglichkeiten im Anti-Doping Kampf durch die Nutzung von Simulationsverfahren,Forschungsartikel (Zeitschrift),10.23789/2366-9659-2018-3-150,https://doi.org/10.23789/2366-9659-2018-3-150,https://abonet.baeckerwelt.de/index.php?uid_title=14&uid_issue=1180&year=2018
61223033,Methode zur Risikoidentifizierung in Prozessen der Gefahrenabwehr,Forschungsartikel in Sammelband (Konferenz),10.18420/muc2018-ws12-0458,https://doi.org/10.18420/muc2018-ws12-0458,https://dl.gi.de/handle/20.500.12116/16798
61221276,Automated Algorithm Selection: Survey and Perspectives,Forschungsartikel (Zeitschrift),10.1162/evco_a_00242,https://doi.org/10.1162/evco_a_00242,https://direct.mit.edu/evco/article/27/1/3-45/1083
61216681,Casting light on energy efficiency: evidence on consumer inattention and imperfect information,Forschungsartikel (Zeitschrift),10.1080/13504851.2017.1332742,https://doi.org/10.1080/13504851.2017.1332742,https://www.tandfonline.com/doi/full/10.1080/13504851.2017.1332742
61212831,The Role of Emerging Economies in the Global Price Formation Process of Commodities: Evidence from Brazilian and U.S. Coffee Markets,Forschungsartikel (Zeitschrift),10.1016/j.iref.2018.11.002,https://doi.org/10.1016/j.iref.2018.11.002,https://linkinghub.elsevier.com/retrieve/pii/S1059056018303228
61206607,Erstellung und Weiterentwicklung von Open Educational Resources im Selbstversuch,Forschungsartikel (Zeitschrift),10.21240/mpaed/34/2019.03.02.X,https://doi.org/10.21240/mpaed/34/2019.03.02.X,https://www.medienpaed.com/article/view/651
61205889,Collaboration in the Digital Age,Fachbuch (Herausgegebenes Buch),10.1007/978-3-319-94487-6,https://doi.org/10.1007/978-3-319-94487-6,https://link.springer.com/book/10.1007/978-3-319-94487-6
61205711,Primary prevention for employees in the information age organization,Forschungsartikel (Zeitschrift),10.1016/j.hlpt.2016.08.005,https://doi.org/10.1016/j.hlpt.2016.08.005,https://linkinghub.elsevier.com/retrieve/pii/S221188371630065X
61190500,Bi-Objective Orienteering: Towards a Dynamic Multi-Objective Evolutionary Algorithm,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-12598-1_41,https://doi.org/10.1007/978-3-030-12598-1_41,https://link.springer.com/chapter/10.1007/978-3-030-12598-1_41
61181868,Survey on Computational Trust and Reputation Models,Forschungsartikel (Zeitschrift),10.1145/3236008,https://doi.org/10.1145/3236008,https://dl.acm.org/doi/10.1145/3236008
61181769,An Interactive Learning Environment for Software Engineering Design Patterns,Forschungsartikel in Sammelband (Konferenz),10.1145/3279720.3279896,https://doi.org/10.1145/3279720.3279896,https://dl.acm.org/doi/10.1145/3279720.3279896
61181678,"Das postmalthusianische Zeitalter: Die Bevölkerungsentwicklung in Deutschland, 1815–1871",Forschungsartikel (Zeitschrift),10.25162/vswg-2018-0001,https://doi.org/10.25162/vswg-2018-0001,https://biblioscout.net/article/10.25162/vswg-2018-0001
61173069,"Views on the Past, Present, and Future of Business and Information Systems Engineering",Forschungsartikel (Zeitschrift),10.1007/s12599-018-0561-1,https://doi.org/10.1007/s12599-018-0561-1,https://link.springer.com/article/10.1007/s12599-018-0561-1
61172974,Multimodality in Multi-Objective Optimization -- More Boon than Bane?,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-030-12598-1_11,https://doi.org/10.1007/978-3-030-12598-1_11,https://link.springer.com/chapter/10.1007/978-3-030-12598-1_11
61170382,Static Analysis of BPMN-Based Process-Driven Applications,Forschungsartikel in Sammelband (Konferenz),10.1145/3297280.3297289,https://doi.org/10.1145/3297280.3297289,https://dl.acm.org/doi/10.1145/3297280.3297289
61153852,Retrieval of Individual Solutions from Encapsulated Search with a Potentially Infinite Search Space,Forschungsartikel in Sammelband (Konferenz),10.1145/3297280.3298912,https://doi.org/10.1145/3297280.3298912,https://dl.acm.org/doi/10.1145/3297280.3298912
61089188,"Interaktive, digitale Einkaufserlebnisse in Innenstädten",Forschungsartikel (Buchbeitrag),10.1007/978-3-658-22542-1_8,https://doi.org/10.1007/978-3-658-22542-1_8,https://link.springer.com/chapter/10.1007/978-3-658-22542-1_8
61089089,"Gestaltungsprinzipien für mobile, kontextbezogene Dienste zur Ko-Kreation digitaler Einkaufserlebnisse im Einzelhandel",Forschungsartikel (Buchbeitrag),10.1007/978-3-658-22542-1_9,https://doi.org/10.1007/978-3-658-22542-1_9,https://link.springer.com/chapter/10.1007/978-3-658-22542-1_9
61076165,Prozesse und Prozessmanagement in der öffentlichen Verwaltung,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-21596-5_24-2,https://doi.org/10.1007/978-3-658-21596-5_24-2,https://link.springer.com/referenceworkentry/10.1007/978-3-658-21596-5_24-2
61075536,A Model-Driven Approach for Behavior-Driven GUI Testing,Forschungsartikel in Sammelband (Konferenz),10.1145/3297280.3297450,https://doi.org/10.1145/3297280.3297450,https://dl.acm.org/doi/10.1145/3297280.3297450
61074641,A process perspective on platform design and management: evidence from a digital platform in health care,Forschungsartikel (Zeitschrift),10.1007/s12525-018-0323-4,https://doi.org/10.1007/s12525-018-0323-4,https://link.springer.com/article/10.1007/s12525-018-0323-4
61067818,"Target difficulty, target revisions, and firm performance: evidence from business units’ targets",Forschungsartikel (Zeitschrift),10.1016/j.aos.2014.12.002,https://doi.org/10.1016/j.aos.2014.12.002,https://linkinghub.elsevier.com/retrieve/pii/S0361368214001032
61067726,The use of a single budget or separate budgets for planning and performance evaluation,Forschungsartikel (Zeitschrift),10.1016/j.aos.2018.06.001,https://doi.org/10.1016/j.aos.2018.06.001,https://linkinghub.elsevier.com/retrieve/pii/S0361368218303234
61067635,Measuring and Managing Consumer Sentiment in an Online Community Environment,Forschungsartikel (Zeitschrift),10.1509/jmr.11.0448,https://doi.org/10.1509/jmr.11.0448,https://journals.sagepub.com/doi/10.1509/jmr.11.0448
61067544,Performance Measurement System Design and Functional Strategic Decision Influence: The Role of Performance Measure Properties,Forschungsartikel (Zeitschrift),10.1016/j.aos.2012.07.001,https://doi.org/10.1016/j.aos.2012.07.001,https://linkinghub.elsevier.com/retrieve/pii/S0361368212000773
61057348,From one-stop shop to no-stop shop: An e-government stage model,Forschungsartikel (Zeitschrift),10.1016/j.giq.2018.11.010,https://doi.org/10.1016/j.giq.2018.11.010,https://linkinghub.elsevier.com/retrieve/pii/S0740624X17304239
61057249,Entwicklung eines Entity-Relationship-Modells und eines Verknüpfungskonzeptes – eine Betrachtung des Omni-Channel-Managements aus einer Information Systems-Perspektive,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-22542-1_4,https://doi.org/10.1007/978-3-658-22542-1_4,https://link.springer.com/chapter/10.1007/978-3-658-22542-1_4
61055425,Marketing Performance Measurement Systems: Does Comprehensiveness Really Improve Performance?,Forschungsartikel (Zeitschrift),10.1509/jm.09.0487,https://doi.org/10.1509/jm.09.0487,https://journals.sagepub.com/doi/10.1509/jm.09.0487
61055334,Der Einfluss von Neuproduktvorankündigungen auf den Shareholder Value: Eine empirische Untersuchung,Forschungsartikel (Zeitschrift),10.1007/s11573-009-0259-4,https://doi.org/10.1007/s11573-009-0259-4,https://link.springer.com/article/10.1007/s11573-009-0259-4
61055243,Gestaltung und Erfolgsauswirkungen der Absatzplanung: Eine branchenübergreifende empirische Analyse,Forschungsartikel (Zeitschrift),10.1007/BF03372809,https://doi.org/10.1007/BF03372809,https://link.springer.com/article/10.1007/BF03372809
61055152,Starr oder doch flexibel? Zielvorgaben richtig gestalten,Forschungsartikel (Zeitschrift),10.1007/s12176-018-0030-1,https://doi.org/10.1007/s12176-018-0030-1,https://link.springer.com/article/10.1007/s12176-018-0030-1
61055061,NPS – The One Measure You Really Need to Grow?,Forschungsartikel (Zeitschrift),10.1007/s12176-017-0002-x,https://doi.org/10.1007/s12176-017-0002-x,https://link.springer.com/article/10.1007/s12176-017-0002-x
61054877,Slack in Marketing- und Vertriebsbudgets: Ressourcenverschwendung oder notwendige Flexibilität in der Marktbearbeitung?,Forschungsartikel (Zeitschrift),10.15358/0935-0381-2011-1-47,https://doi.org/10.15358/0935-0381-2011-1-47,https://www.beck-elibrary.de/10.15358/0935-0381-2011-1-47/slack-in-marketing-und-vertriebsbudgets-ressourcenverschwendung-oder-notwendige-flexibilitaet-in-der-marktbearbeitung-jahrgang-23-2011-heft-1?page=1
61050037,"Cheating Prevention in Virtual Worlds: Software, Economic, and Law Aspects",Forschungsartikel in Sammelband (Konferenz),10.3233/978-1-60750-629-4-268,https://doi.org/10.3233/978-1-60750-629-4-268,https://www.medra.org/servlet/aliasResolver?alias=iospressISSNISBN&issn=0922-6389&volume=217&spage=268
61044477,Forschungsausblick zur Umwidmung und Weiterverwendung von Traktionsbatterien,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-21021-2_8,https://doi.org/10.1007/978-3-658-21021-2_8,https://link.springer.com/chapter/10.1007/978-3-658-21021-2_8
61044386,Die Umwidmung gebrauchter Traktionsbatterien in der Detailbetrachtung,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-21021-2_3,https://doi.org/10.1007/978-3-658-21021-2_3,https://link.springer.com/chapter/10.1007/978-3-658-21021-2_3
61044295,Einführung in die Umwidmung und Weiterverwendung von Traktionsbatterien,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-21021-2_1,https://doi.org/10.1007/978-3-658-21021-2_1,https://link.springer.com/chapter/10.1007/978-3-658-21021-2_1
61042862,Reference Type Logic Variables in Constraint-logic Object-oriented Programming,Forschungsartikel (Buchbeitrag),10.1007/978-3-030-16202-3_8,https://doi.org/10.1007/978-3-030-16202-3_8,https://link.springer.com/chapter/10.1007/978-3-030-16202-3_8
61034552,Anti-Dopingmaßnahmen im Angesicht - Einschätzung deutscher Spitzensportler,Forschungsartikel (Zeitschrift),10.23789/2366-9659-2018-4-216,https://doi.org/10.23789/2366-9659-2018-4-216,https://abonet.baeckerwelt.de/index.php?uid_title=14&uid_issue=1208&year=2018
61029743,Directed Forgetting in Organizations: Positive Effects of Information Systems on Mental Resources and Well-being,Forschungsartikel (Zeitschrift),10.1080/00140139.2019.1574361,https://doi.org/10.1080/00140139.2019.1574361,https://www.tandfonline.com/doi/full/10.1080/00140139.2019.1574361
61017885,Konstruktion eines Omni-Channel-Frameworks für Sales & Service in KMU in der B2B-Telekommunikationsindustrie,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-22542-1,https://doi.org/10.1007/978-3-658-22542-1,https://link.springer.com/book/10.1007/978-3-658-22542-1
61014128,Exponential growth bias matters: Evidence and implications for financial decision making of college students in the U.S.A.,Forschungsartikel (Zeitschrift),10.1016/j.jbef.2018.04.002,https://doi.org/10.1016/j.jbef.2018.04.002,https://linkinghub.elsevier.com/retrieve/pii/S2214635018300546
61012801,"A Web-Based E-Assessment Tool for Design Patterns in UML
Class Diagrams",Forschungsartikel in Sammelband (Konferenz),10.1145/3297280.3297520,https://doi.org/10.1145/3297280.3297520,https://dl.acm.org/doi/10.1145/3297280.3297520
61011817,Vergleich konnektionistischer Modelle und konventioneller Optimierungsverfahren am Beispiel der Maschinenbelegungsplanung,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-642-46773-8_58,https://doi.org/10.1007/978-3-642-46773-8_58,https://link.springer.com/chapter/10.1007/978-3-642-46773-8_58
61006240,Treiber von B-to-B-Marken - Ergebnisse einer internationalen und branchenübergreifenden Studie.,Forschungsartikel (Buchbeitrag),10.1007/978-3-658-05097-9_5,https://doi.org/10.1007/978-3-658-05097-9_5,https://link.springer.com/chapter/10.1007/978-3-658-05097-9_5
61006061,The impact of transparency on mobile privacy decision making,Forschungsartikel (Zeitschrift),10.1007/s12525-019-00332-3,https://doi.org/10.1007/s12525-019-00332-3,https://link.springer.com/article/10.1007/s12525-019-00332-3
61003525,A Generic Framework for Collaborative Filtering Based on Social Collective Recommendation,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-98443-8_22,https://doi.org/10.1007/978-3-319-98443-8_22,https://link.springer.com/chapter/10.1007/978-3-319-98443-8_22
61003437,Supporting Online Data Purchase by Preference Recommendation,Forschungsartikel in Sammelband (Konferenz),10.1109/SMC.2018.00627,https://doi.org/10.1109/SMC.2018.00627,https://ieeexplore.ieee.org/document/8616624/
60997528,Higher-order statistics for DSGE models,Forschungsartikel (Zeitschrift),10.1016/j.ecosta.2016.10.005,https://doi.org/10.1016/j.ecosta.2016.10.005,https://linkinghub.elsevier.com/retrieve/pii/S2452306216300077
60997432,Identification of DSGE models—The effect of higher-order approximation and pruning,Forschungsartikel (Zeitschrift),10.1016/j.jedc.2015.04.007,https://doi.org/10.1016/j.jedc.2015.04.007,https://linkinghub.elsevier.com/retrieve/pii/S0165188915000731
60993614,I hope I die before I get old. The suppy side of the market for suicide attacks,Forschungsartikel (Zeitschrift),10.1080/10242694.2019.1582167,https://doi.org/10.1080/10242694.2019.1582167,https://www.tandfonline.com/doi/full/10.1080/10242694.2019.1582167
60992625,Support structures to facilitate the dissemination and implementation of a national standard for research information – the German case of the Research Core Dataset,Forschungsartikel in Zeitschrift (Konferenz),10.1016/j.procs.2019.01.088,https://doi.org/10.1016/j.procs.2019.01.088,https://linkinghub.elsevier.com/retrieve/pii/S1877050919300936
60989340,Contribution to growth. European Public Procurement. Delivering economic benefits for citizens and businesses,Fachbuch (Monographie),10.2861/862199,https://doi.org/10.2861/862199,https://op.europa.eu/en/publication-detail/-/publication/5e719adf-bcd9-11ea-811c-01aa75ed71a1/language-en
60985019,Konsequenzen für Apple & Co.,Nicht-wissenschaftlicher Beitrag (Zeitschrift),10.1007/s10273-018-2246-2,https://doi.org/10.1007/s10273-018-2246-2,https://link.springer.com/article/10.1007/s10273-018-2246-2
60977755,Tactile One-Time Pad: Leakage-Resilient Authentication for Smartphones,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-662-47854-7_15,https://doi.org/10.1007/978-3-662-47854-7_15,https://link.springer.com/chapter/10.1007/978-3-662-47854-7_15
60977660,May the Force Be with You: The Future of Force-Sensitive Authentication,Forschungsartikel (Zeitschrift),10.1109/MIC.2017.78,https://doi.org/10.1109/MIC.2017.78,https://ieeexplore.ieee.org/document/7927888/
60977110,Leveraging Sensor Fingerprinting for Mobile Device Authentication,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-40667-1_19,https://doi.org/10.1007/978-3-319-40667-1_19,https://link.springer.com/chapter/10.1007/978-3-319-40667-1_19
60976646,Sensor Captchas: On the Usability of Instrumenting Hardware Sensors to Prove Liveliness,Forschungsartikel in Sammelband (Konferenz),10.1007/978-3-319-45572-3_3,https://doi.org/10.1007/978-3-319-45572-3_3,https://link.springer.com/chapter/10.1007/978-3-319-45572-3_3
60960846,Musket: A Domain-Specific Language for High-Level Parallel Programming with Algorithmic Skeletons,Forschungsartikel in Sammelband (Konferenz),10.1145/3297280.3297434,https://doi.org/10.1145/3297280.3297434,https://dl.acm.org/doi/10.1145/3297280.3297434
60949184,Assessing Group Interactions in Personality Psychology.,Forschungsartikel (Buchbeitrag),10.1017/9781316286302.042,https://doi.org/10.1017/9781316286302.042,https://www.cambridge.org/core/books/cambridge-handbook-of-group-interaction-analysis/assessing-group-interactions-in-personality-psychology/84FB96B3491E6A3C8F95CE5DCC86BEE9
60945156,Family firm heterogeneity and tax avoidance: The role of the founder,Forschungsartikel (Zeitschrift),10.1177/0894486519831467,https://doi.org/10.1177/0894486519831467,https://journals.sagepub.com/doi/10.1177/0894486519831467
60943580,Structuring Quality Management with the icebricks Business Process Management Approach,Forschungsartikel (Buchbeitrag),10.1007/978-3-030-06234-7,https://doi.org/10.1007/978-3-030-06234-7,https://link.springer.com/book/10.1007/978-3-030-06234-7
60937468,The Art of Structuring - Bridging the Gap Between Information Systems Research and Practice,Fachbuch (Herausgegebenes Buch),10.1007/978-3-030-06234-7,https://doi.org/10.1007/978-3-030-06234-7,https://link.springer.com/book/10.1007/978-3-030-06234-7
60912763,Russia,Forschungsartikel (Buchbeitrag),10.1007/978-981-13-5787-9,https://doi.org/10.1007/978-981-13-5787-9,https://link.springer.com/book/10.1007/978-981-13-5787-9
60904969,"The More Others Care, the More You Share? Social Contagion As a Stardom Trigger of Social Media Superstars",Forschungsartikel (Zeitschrift),10.1080/00036846.2018.1497849,https://doi.org/10.1080/00036846.2018.1497849,https://www.tandfonline.com/doi/full/10.1080/00036846.2018.1497849
